Filename,ClassId
08888,25
09620,10
07363,8
07133,25
10164,16
10879,31
03858,4
11964,15
09541,5
06060,2
05993,1
03460,12
03066,12
03662,18
01598,2
05875,35
05746,12
00256,35
06588,5
01543,9
01909,8
00781,39
00550,5
04583,17
12167,39
09143,8
06052,12
01768,1
06598,5
07312,7
06187,5
04017,4
11553,38
05732,38
08282,28
10924,17
09474,5
01622,38
06701,15
00762,10
12481,7
03062,22
06211,13
03821,28
11422,35
03620,16
02043,1
06801,17
10392,17
00872,10
02371,2
11591,10
08367,1
06031,25
07823,25
08652,1
10113,11
08122,2
10985,1
02361,30
01240,12
01613,16
00959,20
08247,13
09097,4
11900,8
06746,12
03956,31
00267,25
00026,13
10072,9
08926,18
11864,1
01615,2
11014,9
04937,7
08721,25
11593,27
06731,22
10600,2
10812,12
06013,23
02073,1
05478,21
02776,25
02632,1
06476,23
03246,8
12096,18
10013,6
09157,11
06766,18
10664,20
09765,10
00360,9
04720,7
07651,3
02381,11
00607,38
00477,36
04590,10
10098,2
09302,34
04563,13
11981,38
00058,9
00352,16
08051,3
11554,17
10108,18
01572,20
06792,31
03912,28
06421,4
01138,12
00620,30
04048,27
01457,3
05073,38
08283,31
03154,14
09605,4
01820,2
09186,2
05962,16
02760,30
03945,12
08570,10
12577,11
03491,2
10545,18
07834,13
11664,14
03445,1
00331,18
06539,35
05889,38
03030,40
11478,5
10633,28
10892,41
09636,13
03791,5
00852,1
05623,10
06984,5
05843,1
01140,8
10932,4
12051,1
04087,38
00548,12
07807,12
02617,5
07674,17
01845,11
08983,33
00381,13
02743,9
06537,38
08928,3
05462,4
09845,8
01558,2
12012,22
08209,3
01869,25
10848,38
05569,8
09551,9
09019,26
10798,3
00700,3
05042,10
10279,9
12480,38
09812,11
12030,7
08567,8
07436,8
02406,34
07045,7
11280,4
04756,31
04527,13
01238,7
11580,22
07233,5
08417,13
03875,13
10288,2
01856,24
02248,38
10370,14
01360,26
06617,33
00819,2
02009,35
01208,35
06744,26
03653,38
07655,12
07931,25
05551,1
07871,4
10563,23
11332,11
07420,1
07680,25
07065,1
05820,3
00545,1
11039,11
00202,4
06885,12
05212,25
01480,25
08445,7
11716,38
04175,17
07326,8
02547,17
04597,3
06177,3
04485,13
06069,5
04538,5
00858,3
12336,39
07775,28
00055,35
10579,25
06379,34
08747,33
11673,1
11890,16
02056,32
09942,9
09975,40
01061,12
03288,31
07973,23
06326,3
08143,14
12492,4
06834,12
03114,23
02865,4
06862,11
10677,1
11560,13
09401,26
10118,13
08657,31
02521,15
02227,8
10872,1
01264,10
06922,17
08791,2
08537,12
12161,26
01718,11
10609,38
03648,12
01020,14
11265,10
11949,8
06528,24
03065,17
00619,38
02035,35
11534,7
09917,13
05084,5
02654,13
07994,3
08978,8
06680,10
06878,31
06080,13
07438,8
08138,15
09475,9
04602,29
07219,16
01100,35
07567,13
01640,33
07019,8
11783,7
08020,12
04754,19
00419,2
12422,11
01616,9
08224,4
12479,3
08526,7
12429,26
03144,4
02487,40
05750,4
06492,33
02261,13
05638,13
08205,42
12033,13
12306,9
01159,1
02090,31
03318,13
01591,38
05350,1
10275,1
11274,1
01765,34
10660,14
10322,7
07521,23
07677,31
00234,33
03461,1
03260,42
05208,5
12514,10
10247,7
10125,13
11200,42
10693,8
06596,2
08230,10
10513,1
05086,13
02181,26
02408,2
07856,13
09731,38
07217,32
01737,15
00089,13
11607,1
00066,26
05955,1
04603,34
08894,41
07130,16
06741,2
10925,3
04056,10
03710,17
09031,23
08329,38
09796,2
05389,17
04273,25
03336,2
12268,16
02666,13
10528,20
11210,8
09047,38
00035,17
04165,14
00709,16
05613,13
06991,25
02086,30
02221,12
00629,17
11117,10
03219,10
00623,12
04811,18
09035,4
08226,31
12121,15
04052,31
04289,25
11052,2
05917,15
00972,13
10140,31
07761,9
02978,36
01472,3
02000,34
00217,5
11266,20
04676,10
09728,4
04267,3
02203,10
10442,25
12561,7
03645,1
08390,3
03361,31
07844,35
03321,1
00495,5
10753,1
05297,12
11058,7
04777,15
10285,25
04089,13
03177,26
08440,4
07530,1
11374,10
07297,9
08620,31
12572,15
05771,37
01829,38
08374,9
01145,14
03346,3
04755,8
09768,1
04508,12
04467,12
08981,38
07215,14
06359,4
04381,5
00036,3
03619,2
08021,38
05529,15
11914,2
09538,2
11331,5
09066,26
09463,11
06965,8
02517,29
09342,17
08820,2
08727,9
02264,13
07042,12
02039,12
07694,38
10828,2
11576,5
02123,13
08368,28
03411,8
03116,17
01506,1
00210,15
04524,7
08899,31
10949,11
03236,41
05720,35
06104,4
08823,3
06383,8
12129,8
04830,5
00564,12
10073,4
05519,29
07855,1
00907,21
04687,6
06173,7
02524,10
01684,31
08300,18
06520,13
10767,13
05691,11
05805,37
05285,12
11050,11
11943,4
11714,34
07580,3
05595,12
01181,17
11373,5
02692,38
05029,3
06477,31
09497,24
05856,8
01581,13
08654,13
05300,18
03808,10
01973,1
01106,8
11866,23
12323,4
04179,4
05966,41
05775,13
00448,38
07092,11
08531,4
04886,31
05766,39
09956,8
07681,4
06112,12
05997,8
09449,12
07118,31
08788,7
02405,1
10343,33
11590,9
01067,32
05792,5
11615,13
12562,8
10854,8
05667,18
00402,10
07303,35
06823,2
05871,40
06743,13
04511,30
08311,1
11832,31
03535,35
01446,12
07852,2
07096,18
03005,12
00821,14
08593,11
09746,15
09532,14
03012,18
06879,14
05911,10
08233,9
04853,12
02884,10
11160,1
02999,5
00868,25
04808,4
03373,24
12226,26
01386,4
11283,9
00866,3
04616,38
02160,0
07025,10
06894,40
02171,2
06958,39
10650,2
12549,5
06913,24
08802,5
02996,40
05454,5
01660,8
05342,24
04556,9
05158,38
07639,12
04715,16
03136,1
04781,4
06986,29
11458,38
03733,11
11820,25
09170,30
03330,4
02386,4
12356,12
10665,38
00260,35
10203,18
08197,10
09553,27
04184,41
08135,41
02780,8
06719,14
02446,26
11220,14
09338,7
09565,9
07673,38
00983,5
12136,2
04591,26
10102,17
03795,11
05715,2
08893,10
02491,9
04726,4
06643,16
10637,14
01310,5
12206,2
04488,8
09285,35
02250,1
11190,14
04737,14
01040,38
03494,25
02266,2
09797,11
08032,8
12128,38
02122,11
00446,31
06963,8
04211,17
07679,8
00778,0
02465,12
01060,5
04912,10
00625,13
00312,38
11090,12
01011,10
03948,25
12324,12
05299,36
06048,12
05602,1
10569,1
04265,15
04972,7
03966,9
03490,11
11592,14
03530,4
03626,30
02929,10
11309,7
01104,23
10309,14
06501,34
06515,38
05650,12
04386,1
02322,7
07155,5
04415,30
04410,6
11940,29
00471,35
04419,8
05324,8
02411,9
09500,7
03920,12
10754,2
04696,31
09056,20
02784,38
03567,22
10220,13
05448,15
04462,38
11766,3
05876,4
07210,2
02041,4
09123,35
07806,38
08603,23
06950,9
04685,2
02582,34
06837,1
11598,5
05414,4
05490,35
04991,39
04328,9
01328,13
08006,20
12007,38
02400,28
08085,7
07237,12
12327,2
09941,6
10438,10
12338,35
09188,10
06046,7
00165,9
05128,16
11600,8
08411,4
07380,3
03607,8
09886,4
00840,12
10486,7
12070,2
11533,4
10267,7
00356,35
04365,38
02693,4
08725,12
04507,17
09788,1
00432,34
09175,5
05670,31
10439,42
00025,11
11574,9
10780,18
08591,10
04387,1
01302,14
10346,8
05430,31
11643,18
07309,1
09597,38
11258,8
11809,18
10472,16
10135,3
02289,13
07683,7
07748,11
04044,25
03044,10
03985,1
01452,5
11462,2
11064,5
01668,12
02911,12
03212,2
02703,38
10681,11
00814,17
10737,2
05094,10
02422,31
00222,5
04202,13
05164,18
12501,38
00416,10
09723,11
05024,13
10354,38
09700,5
12179,17
02917,7
07343,16
10492,10
00454,1
08520,36
09439,4
11531,24
11287,9
12386,15
04253,5
05830,1
00038,16
08161,4
09173,38
06374,13
03383,11
06388,13
06867,12
10066,3
05050,25
12170,9
03333,31
02392,11
10557,11
08519,18
07351,35
03716,2
08966,19
01727,40
11906,14
00809,0
03668,14
12114,6
08782,34
00040,7
01105,5
10383,33
02531,25
06555,8
01499,8
00288,17
07879,5
08504,9
00423,9
12389,13
06122,26
06368,14
00839,23
03118,1
07887,10
06079,34
08944,26
11145,8
05584,17
05045,17
04841,7
03731,13
06155,25
11091,16
03391,31
03485,25
06189,7
01433,8
02115,13
11232,33
11412,10
03601,14
05074,16
01063,13
03758,10
06450,7
02119,5
08773,27
06314,35
05553,9
00526,3
10527,29
11596,5
02921,30
07267,40
06955,8
02781,25
05661,7
04083,15
00889,2
00206,2
04171,10
01701,5
10443,36
09217,37
05051,14
12542,4
04697,18
00302,2
00759,23
03393,9
00671,10
10653,18
02801,12
10274,33
08699,11
00606,5
06124,3
03590,17
03942,5
03954,38
05518,18
04730,3
10721,39
03292,10
02153,7
12353,36
01008,11
05759,4
06790,25
08031,40
04070,11
06030,15
06451,5
03096,10
06271,12
11877,26
08132,8
09347,5
03115,12
04047,17
05165,28
01920,8
09752,11
09617,38
07333,4
06094,12
07654,12
01362,8
06016,8
07500,6
12193,35
11620,4
02772,4
10215,14
10339,8
07997,18
04354,13
07188,5
03932,35
06050,18
05417,12
00565,23
05658,39
12521,2
09734,2
04177,4
01836,15
05424,14
12463,3
02893,22
00628,2
04334,8
11009,38
00587,30
08387,8
03281,0
11022,11
02001,38
10473,1
09412,11
07496,13
07577,4
09319,8
05096,13
08291,13
00643,11
02466,2
04570,0
09399,10
08642,9
06673,9
03556,2
11747,14
09021,2
01770,3
08514,17
01666,16
02433,25
10585,4
01137,40
07640,40
00341,29
03326,9
03517,38
05560,15
02963,17
00719,5
12458,10
08841,29
02271,13
08345,8
00452,2
10661,35
04412,12
09872,4
06844,33
09749,2
04276,18
03438,7
09422,38
11522,4
11115,39
06802,25
05527,32
07738,1
04872,4
07159,8
12092,34
09667,4
04741,4
08911,12
07041,31
11267,10
02362,5
12575,2
00213,5
03697,12
06167,18
06581,13
07015,38
09012,11
08072,13
02662,13
09061,12
00105,4
06890,11
07396,17
03835,20
10390,18
02008,4
02280,38
02925,13
06042,25
05753,5
02962,22
06370,35
01846,4
03738,31
06434,31
11719,2
12308,2
03043,30
03871,33
10896,15
02749,13
08413,28
03734,38
08581,31
11718,4
00159,4
03692,12
12314,25
02966,26
01232,4
10440,35
05474,38
06460,12
01663,31
06620,9
02696,11
06285,21
03369,22
03744,8
06903,1
08242,2
01441,25
00008,25
04466,14
02394,1
04635,20
11377,36
11821,18
05987,13
12243,15
01957,7
05153,2
01704,16
01536,38
01147,4
08380,10
05395,7
06318,38
09903,9
03045,35
08462,20
09878,17
04243,14
07874,14
03265,16
10200,33
08285,4
03145,9
01827,23
00677,40
09829,8
00506,32
03474,0
12149,26
03636,7
01132,40
00144,17
00060,38
07616,2
01884,3
06386,12
06058,4
12624,25
06140,25
04363,3
02980,9
07371,4
01671,12
07373,2
12011,3
08361,20
10167,35
02983,7
07031,13
10475,18
09085,5
00608,28
09278,7
11246,18
05651,5
09166,13
05317,35
03509,38
02275,12
07631,6
05113,5
04675,39
08128,8
01078,11
00203,1
09368,35
01221,17
01547,5
09214,2
09664,14
00239,18
09988,13
05969,13
01478,4
01971,9
07117,12
03837,6
01339,31
02988,36
06441,37
06308,2
09243,7
02025,0
06172,10
02605,2
02555,18
03806,30
12375,28
00418,9
09773,2
05402,13
07831,4
06160,10
06997,11
07221,15
05561,12
09325,8
04351,4
07747,36
01130,13
09069,2
06575,2
04038,24
00676,25
03611,4
01089,4
03538,10
06378,38
11334,13
02447,6
10489,30
12615,10
07340,29
02169,2
02606,28
05234,38
08628,14
00349,28
07024,10
10556,22
04459,9
06415,38
06369,25
03245,9
05664,16
03063,28
04393,10
04769,12
00475,40
04458,37
07538,8
01961,20
10739,15
05659,40
10474,4
07329,22
10314,33
08904,2
06269,23
08025,18
02695,13
00199,28
10888,35
02576,25
02718,10
03206,7
10833,16
07732,12
09028,1
09316,14
07620,2
01306,4
07607,7
08803,5
04680,1
06887,38
03789,39
04129,6
06453,2
08890,32
09156,13
08910,18
06980,22
00155,3
06531,4
10225,14
11277,12
09141,32
09067,38
05907,38
02830,12
03497,9
04347,12
01565,1
12373,9
02269,2
08410,23
01102,2
00147,41
11490,2
07485,21
06536,2
06729,37
09442,38
05855,10
12397,3
06946,4
08166,25
01235,34
00030,5
04856,13
11288,31
00374,26
05219,12
04819,23
02088,1
03335,1
01234,3
11962,34
12381,12
07315,35
06748,13
04576,4
01459,13
08355,33
04910,13
04604,1
03520,1
05869,12
06303,23
05159,4
08610,12
05705,41
08634,1
00306,32
07277,18
01806,38
06354,5
05724,6
02033,13
00833,18
03108,38
10229,2
04752,1
03913,35
07437,2
01156,4
00802,5
06429,1
00725,13
08388,25
03465,38
00602,4
02129,13
04644,5
00280,9
05095,22
08764,38
06590,11
00887,1
02619,10
08826,30
10936,22
01542,3
06184,6
05168,10
09661,30
00920,12
03109,39
05476,38
09059,15
01022,11
04120,4
07415,2
04949,13
12230,2
11745,6
10033,8
05011,1
07804,13
00856,1
08733,2
04898,40
02128,16
10709,13
01342,13
05273,4
05704,1
09758,3
09447,6
04248,25
02873,38
03606,12
10723,10
11001,8
08441,7
03083,2
07868,35
04157,18
02259,10
09454,7
03809,14
04115,24
05986,17
03033,38
07788,34
01919,35
11321,11
10360,14
08723,13
08486,6
02154,15
06674,38
03936,12
01879,25
00894,35
02912,26
10624,18
01723,15
10122,10
00435,6
11950,22
02861,4
10180,5
06445,11
04075,1
11729,12
02574,2
04156,25
10232,2
10705,4
09171,13
03647,14
06306,1
02887,4
07452,25
01219,11
12482,2
01899,38
05231,3
12592,22
12410,35
02977,38
09425,13
01839,35
03451,2
06367,4
03794,9
10810,35
09951,31
03052,25
03749,31
06338,26
11603,2
00377,13
09005,14
04300,23
04727,18
07714,18
03953,38
12315,25
02827,1
06366,40
05645,5
05867,13
06105,38
03869,33
05407,14
08523,2
06915,10
11980,3
03660,3
12090,18
00247,15
03848,10
07481,33
00468,14
02560,2
08211,1
10885,2
01243,35
00184,20
09753,25
01122,35
08162,33
03924,9
03401,9
07467,20
03229,15
04478,1
00974,10
03171,8
10052,13
08364,25
00208,13
02071,12
12317,24
05786,42
05738,10
06107,9
02493,2
08308,1
03964,40
12260,2
11269,8
04021,11
03299,2
06516,40
03860,25
03290,26
12510,4
10490,8
12602,24
06697,25
03672,33
11378,1
04241,18
03469,36
07443,12
08769,32
08421,4
05517,17
02834,42
01185,12
04574,2
03868,25
00583,1
12529,38
10999,24
00131,3
04369,35
05265,2
12044,12
00057,26
10435,14
05318,18
05015,3
10323,7
06886,1
08338,10
07205,8
05782,12
04162,29
05532,17
08084,35
02746,12
03242,7
05537,2
05990,17
11222,5
04298,28
11619,8
03140,5
06085,6
11770,16
10542,4
11125,2
04776,13
09385,13
06289,33
11213,3
03444,5
00109,4
00946,13
03757,31
02790,31
02316,21
06247,1
09638,3
00102,5
08680,13
00232,33
05214,5
06589,17
09372,33
11098,1
01409,1
04995,26
10674,26
00385,25
10306,2
08324,35
06056,12
03424,12
09259,35
11388,1
05669,7
03906,38
00013,7
09275,18
01006,38
03528,38
11701,7
07077,42
05009,9
08849,18
02554,9
06911,10
05578,33
02943,18
02998,41
02664,25
07245,11
12582,3
05385,7
11808,19
11460,8
06372,5
02070,11
01442,18
08104,32
03810,1
08843,11
01853,0
01109,12
03724,38
09964,12
08196,3
07554,12
05686,5
02819,38
04187,25
05807,4
09237,2
01390,8
11726,29
09691,4
03667,14
02820,12
02712,1
05405,21
03969,13
05422,31
08842,1
08535,12
05260,1
06861,17
02651,12
10971,36
11498,15
09119,5
08858,6
09111,11
